DataType,SessionID,Delivery,ParticipantID,Progress_Progress,Duration_in_seconds_Duration_in_seconds,Finished_Finished,Q31_I_consent_to_the_University_processing_my_personal_data_for_the_purposes_detailed_above,Q4_Age,Q5_Specialisation,Q8_Stage_of_training__position,Q7_Gender,NFC1_I_would_prefer_complex_to_simple_problems,NFC2_I_like_to_have_the_responsibility_of_handling_a_situation_that_requires_a_lot_of_thinking,NFC3r_Thinking_is_not_my_idea_of_fun,NFC4r_I_would_rather_do_something_that_requires_little_thought_than_something_that_is_sure_to_challenge_my_thinking_abilities,NFC5_I_really_enjoy_a_task_that_involves_coming_up_with_new_solutions_to_problems,NFC6_I_would_prefer_a_task_that_is_intellectual_difficult_and_important_to_one_that_is_somewhat_important_but_does_not_require_much_thought,ExAnSt1_Given_your_current_understanding_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt2_Given_your_current_understanding_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt3_Given_your_current_understanding_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt4_Given_your_current_understanding_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt5_Given_your_current_understanding_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt6_Given_your_current_understanding_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt7_Given_your_current_understanding_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt8_Given_current_public_knowledge_of_anxiety_how_willing_do_you_think_people_are_to_seek_psychiatric_help_for_anxiety,Attention1_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ1_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ2_People_cannot_control_their_positive_emotions,EBQ3_There_is_very_little_use_for_negative_emotions,EBQ4_Positive_emotions_are_very_unhelpful_to_people,EBQ5_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ6_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ7_People_dont_need_their_negative_emotions,EBQ8_There_is_very_little_use_for_positive_emotions,EBQ9_People_cannot_control_their_negative_emotions,EBQ10_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ11_Negative_emotions_are_harmful,EBQ12_People_dont_need_their_positive_emotions,EBQ13_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ14_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ15_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ16_Positive_emotions_are_harmful,password_continue_Please_enter_the_password_here,Q38_How_would_you_rate_your_comprehension_of_the_presentation,Q88_Do_you_think_this_information_is_useful_for_patients,Q90_Do_you_think_this_information_is_useful_for_clinicians,ExAnSt21_Given_the_information_provided_in_this_education_session_how_optimistic_are_you_about_improvement_in_symptoms_in_patients_presenting_with_anxiety_disorder,ExAnSt22_Given_the_information_provided_in_this_education_session_how_willing_do_you_think_patients_would_be_to_share_anxiety_disorder_diagnoses,ExAnSt23_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_a_combination_of_medication_and_psychotherapy_will_be_to_improve_outcomes_in_anxiety_disorder,ExAnSt24_Given_the_information_provided_in_this_education_session_how_effective_do_you_think_psychosocial_interventions_will_be_in_improving_outcomes_in_anxiety_disorder,ExAnSt25_Given_the_information_provided_in_this_education_session_how_strong_a_role_do_individuals_have_to_instigate_or_mitigate_their_anxiety,ExAnSt26_Given_the_information_provided_in_this_education_session_how_unchangeable_are_an_individuals_anxiety_symptoms,ExAnSt27_Given_the_information_provided_in_this_education_session_how_deeply_do_you_feel_you_understand_anxiety_disorders,ExAnSt28_If_the_information_provided_in_this_education_session_was_publicly_known_how_willing_do_you_think_people_would_be_to_seek_psychiatric_help_for_anxiety,Attention2_If_you_are_paying_attention_to_this_questionnaire_please_select_option_2,EBQ21_Once_people_are_experiencing_negative_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ22_People_cannot_control_their_positive_emotions,EBQ23_There_is_very_little_use_for_negative_emotions,EBQ24_Positive_emotions_are_very_unhelpful_to_people,EBQ25_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_negative_emotions,EBQ26_People_cannot_learn_techniques_to_effectively_control_their_positive_emotions,EBQ27_People_dont_need_their_negative_emotions,EBQ28_There_is_very_little_use_for_positive_emotions,EBQ29_People_cannot_control_their_negative_emotions,EBQ210_It_doesnt_matter_how_hard_people_try_they_cannot_change_their_positive_emotions,EBQ211_Negative_emotions_are_harmful,EBQ212_People_dont_need_their_positive_emotions,EBQ213_People_cannot_learn_techniques_to_effectively_control_their_negative_emotions,EBQ214_Once_people_are_experiencing_positive_emotions_there_is_nothing_they_can_do_about_modifying_them,EBQ215_The_presence_of_negative_emotions_is_a_bad_thing_for_people,EBQ216_Positive_emotions_are_harmful
Evo,Evo_5,0,Evo_5-5,100,3248,1,1,42,GA psychiatry,St5,2,6,6,6,1,6,6,5,6,6,7,7,6,6,5,2,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,continue,5,5,5,7,6,7,7,6,7,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_5,0,Evo_5-6,100,3142,1,1,48,Old age psychiatry,Specialty doctor,2,5,3,5,5,6,3,5,4,6,7,6,3,6,3,2,1,5,2,2,1,2,1,1,1,2,3,2,1,3,2,4,continue,4,5,5,5,5,6,4,4,5,4,4,2,2,4,2,3,3,2,2,2,3,3,3,1,2,2,3,4
Evo,Evo_5,0,Evo_5-7,100,3296,1,1,28,Psychiatry,Core trainee,2,3,3,2,2,3,3,5,4,7,7,5,6,4,5,2,4,4,4,4,1,1,4,4,4,4,4,4,7,1,4,4,continue,4,3,4,5,4,6,5,4,4,4,4,2,4,4,4,4,4,7,1,1,4,1,4,4,1,4,4,4
Evo,Evo_5,0,Evo_5-8,100,2803,1,1,37,Psychiatry,CT2,1,2,3,3,3,3,2,5,2,6,4,4,5,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,4,5,6,6,7,7,7,7,5,7,2,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,1
Evo,Evo_5,0,Evo_5-9,100,2780,1,1,56,General adult psychiatry,Consultant,2,5,5,1,3,6,5,5,3,7,7,5,4,6,3,2,1,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,continue,4,4,4,7,3,7,7,7,5,6,5,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1
Evo,Evo_5,0,Evo_5-10,100,3263,1,1,66,General Adult Psychiatry,Consultant,1,5,5,3,5,6,5,4,4,7,5,5,4,5,3,2,2,3,4,3,2,2,3,2,3,3,6,2,2,3,3,3,continue,3,3,4,5,5,6,6,6,5,5,7,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,4,3
Evo,Evo_5,0,Evo_5-11,100,3382,1,1,52,psychiatry of ID,consultant,2,5,5,2,1,6,3,6,5,6,7,6,2,5,4,2,1,2,2,1,1,1,2,1,2,1,3,1,1,1,2,1,continue,4,4,5,6,6,6,6,6,6,5,4,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2
Evo,Evo_5,0,Evo_5-12,100,4108,1,1,45,Forensic psychiatry,Speciality doctor,2,6,6,1,2,5,5,4,5,3,3,4,3,7,6,2,1,4,7,1,2,2,4,2,3,5,7,1,1,4,5,2,continue,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4,1,1,4,2,3,4,3,6,3,3,3,3,1
Evo,Evo_5,0,Evo_5-13,1,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-14,7,74,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-15,1,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-16,14,90,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-17,1,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-18,1,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-19,62,449,0,1,54,Psychiatry,ST5,1,6,6,1,1,6,6,6,5,6,6,6,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-20,7,223,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-21,30,331,0,1,36,general adult psychaitry,st4,2,3,5,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-22,62,524,0,1,29,Psychiatry Trainee,CT1,1,2,3,2,3,5,3,5,3,5,5,4,3,4,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-23,62,3140,0,1,30,Psychiatry,CT2,1,3,5,2,3,5,3,5,4,5,5,4,3,4,3,2,3,3,1,1,2,1,1,1,2,2,4,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-24,62,3628,0,1,43,Adult Psychiatry,ST6,1,2,3,2,2,3,3,6,5,7,6,5,2,6,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-25,68,3595,0,1,37,Psychiatry,SAS Doctor,1,3,6,1,1,6,5,5,3,6,5,5,4,4,3,2,1,5,2,3,2,2,2,2,3,3,3,3,2,5,3,2,continue,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-26,62,11769,0,1,39,Old Age Psychiatry,Consultant,1,3,5,3,2,3,5,5,5,5,5,5,3,4,3,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_5,0,Evo_5-27,62,119931,0,1,38,General Adult Psychiatry,ST,2,2,3,2,3,6,3,4,5,4,4,4,5,5,5,2,6,4,4,2,2,2,2,2,1,3,2,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-1,100,3076,1,1,28,Psychiatry,CT1,1,1,6,1,1,6,6,4,4,5,5,4,3,5,6,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,continue,3,3,3,4,4,5,5,5,4,5,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-2,100,3069,1,1,36,Forensic psy,St6,2,3,6,1,1,3,6,2,6,3,6,5,5,5,6,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,3,3,4,2,5,4,6,5,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-3,100,3133,1,1,35,Psychiatry,Consultant,1,3,5,2,2,5,3,6,5,7,6,6,5,5,5,2,2,3,3,3,2,1,2,2,3,3,3,3,2,2,4,2,continue,4,4,4,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,3,2
Evo,Evo_6,0,Evo_6-4,100,3158,1,1,34,Child psychiatry,Specialty doctor,2,3,3,3,2,6,3,7,4,7,7,6,3,5,3,2,1,1,1,1,1,2,2,1,3,1,4,1,1,1,1,1,continue,3,4,4,6,5,7,7,6,4,5,5,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-5,100,3153,1,1,33,Psychiatry,Core trainee -year 2,2,3,3,1,1,5,3,5,5,7,6,5,2,6,2,2,3,3,1,1,1,4,1,1,6,4,4,1,2,2,1,1,continue,3,3,5,5,4,7,6,6,5,6,3,2,2,2,2,2,2,3,1,2,6,4,1,1,2,3,1,1
Evo,Evo_6,0,Evo_6-6,100,3170,1,2,32,Communication adult mental health,SAs,2,6,5,1,1,5,5,5,4,6,5,5,4,4,3,2,2,3,1,1,3,1,1,1,1,2,4,1,1,1,1,1,continue,4,4,4,7,7,7,5,7,7,7,7,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_6,0,Evo_6-7,100,3254,1,1,30,Psychiatry,CT3,2,3,3,1,2,5,5,4,3,6,4,2,4,5,3,2,3,3,2,2,3,2,1,2,6,2,3,2,2,3,2,2,continue,4,3,5,3,4,6,5,4,3,5,5,2,5,5,3,3,5,3,2,2,5,4,2,2,2,3,2,2
Evo,Evo_6,0,Evo_6-8,100,3182,1,1,35,General Pyschiatry,Registrar,1,2,5,6,1,6,3,7,2,7,7,4,2,5,4,2,1,4,2,1,2,4,4,1,1,4,6,1,1,2,6,1,continue,3,4,3,7,4,7,4,4,4,4,5,2,4,4,4,1,4,4,4,1,4,4,7,1,1,4,4,1
Evo,Evo_6,0,Evo_6-9,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-10,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-11,1,164,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-12,14,198,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-13,21,254,0,1,0,Psychiatry,St5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-14,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-15,62,540,0,1,24,Fy1,Fy1,2,3,3,3,3,5,1,4,6,6,6,4,5,3,5,2,2,3,1,1,4,2,1,1,3,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-16,21,268,0,1,76,Gen psychiatrist,Fully trained,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-17,0,493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-18,30,172,0,1,34,Emergency,Med student,2,5,5,1,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-19,1,74,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-20,0,1109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-21,14,2877,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-22,62,2823,0,1,33,Psychiatry,Ct1,1,6,5,3,3,5,3,3,4,5,6,5,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-23,62,1719,0,1,39,Psychiatry,Specialty Doctor,1,5,5,2,2,5,2,5,3,7,7,6,2,5,3,2,1,1,2,1,1,1,1,1,1,3,4,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_6,0,Evo_6-24,1,14064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evo,Evo_7,1,Evo_7-1,100,2646,1,1,29,Psychiatry,CT1,1,3,5,2,2,5,2,6,5,6,6,6,2,5,5,2,2,3,2,1,2,3,1,1,2,3,2,1,1,2,2,1,continue,4,3,3,5,5,6,6,5,2,5,5,2,2,3,1,1,1,3,1,1,1,3,2,1,2,3,2,1
Evo,Evo_7,1,Evo_7-2,100,2648,1,1,31,Psychiatry,Foundation year 2,2,5,6,2,2,5,5,6,6,5,6,6,4,3,7,2,1,2,1,1,1,1,1,1,1,1,3,1,2,2,3,1,continue,4,5,5,5,6,6,6,6,5,4,7,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1
Evo,Evo_7,1,Evo_7-3,100,2647,1,1,27,Liaison psychiatry,FY2,2,5,5,2,2,5,5,2,3,7,7,6,5,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,continue,2,5,5,6,5,7,7,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Evo,Evo_7,1,Evo_7-4,100,2645,1,1,36,GPST2,St2,2,5,5,2,2,5,3,5,4,5,4,4,3,3,3,2,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,continue,3,4,4,5,4,5,5,5,5,2,4,2,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1
Evo,Evo_7,1,Evo_7-5,100,2669,1,1,25,General adult psychiatry,Fy2,2,5,3,1,3,6,3,5,6,5,6,6,7,2,3,2,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,continue,3,5,5,6,6,6,6,6,5,5,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-6,100,2673,1,1,37,General Adult Psychiatry,Consultant,2,2,3,1,2,5,3,5,4,6,6,6,2,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,4,5,5,6,5,6,6,6,6,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-7,100,2336,1,1,25,Foundation,Fy2,1,3,5,1,2,6,5,5,5,6,4,7,3,4,3,2,3,5,1,1,1,1,1,1,3,3,4,1,1,3,5,1,continue,4,5,5,7,4,7,6,7,6,4,5,2,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-8,100,2686,1,1,25,None,Fy2,1,2,2,5,5,6,3,5,5,6,5,2,3,6,6,2,3,3,2,1,3,5,1,1,2,5,1,1,3,4,5,1,continue,4,5,5,6,6,7,6,6,6,6,7,2,2,5,2,6,2,4,2,1,2,3,2,1,2,3,5,1
Evo,Evo_7,1,Evo_7-9,100,2681,1,1,51,Eating disorders psychiatry,Consultant psychiatrist,1,3,3,2,2,5,5,5,4,6,6,4,2,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,continue,5,5,5,7,4,7,7,7,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Evo,Evo_7,1,Evo_7-10,100,2680,1,1,43,Old Age Psychiatry,Consultant,2,3,3,3,3,3,3,4,4,7,7,7,5,4,1,2,3,3,2,1,3,5,1,1,2,1,2,1,1,2,2,1,continue,4,4,4,4,3,5,6,3,4,5,5,2,3,3,1,1,3,3,1,1,2,3,1,1,3,3,1,1
Evo,Evo_7,1,Evo_7-11,100,2699,1,1,29,Psychiatry core trainee,CT2,2,3,5,2,2,2,5,4,5,7,6,6,2,5,5,2,2,5,1,1,2,5,1,1,3,3,3,1,2,3,1,2,continue,3,3,3,6,5,7,6,6,6,5,4,2,2,3,1,1,3,3,1,1,2,2,1,1,2,3,2,2
Evo,Evo_7,1,Evo_7-12,100,2773,1,1,30,GP trainee,GPST2,2,3,3,2,2,3,5,3,3,5,6,5,5,2,5,2,1,5,2,1,3,1,2,1,5,5,3,1,1,4,3,1,continue,4,5,5,5,6,7,5,6,4,6,5,2,3,5,1,1,3,4,1,1,3,4,2,1,2,5,3,1
Evo,Evo_7,1,Evo_7-13,100,2830,1,1,41,Medical psychotherapy,Consultant,1,5,5,2,3,5,5,4,2,5,3,7,4,7,3,2,1,1,1,1,1,1,1,1,1,1,2,1,6,1,2,2,continue,5,5,5,4,4,6,5,7,6,7,5,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2
